,crew,seat,scenario,gaze_variance_control,gaze_variance_event1,gaze_variance_event2,gaze_vel_avg_control,gaze_vel_avg_event1,gaze_vel_avg_event2,gaze_vel_std_control,gaze_vel_std_event1,gaze_vel_std_event2,headHeading_avg_control,headHeading_avg_event1,headHeading_avg_event2,headHeading_std_control,headHeading_std_event1,headHeading_std_event2,pupilD_avg_control,pupilD_avg_event1,pupilD_avg_event2,pupilD_std_control,pupilD_std_event1,pupilD_std_event2
9,6.0,1.0,6.0,0.410754474950167,0.4148769622149775,0.2811343865785684,235.24327140967398,228.01069346686236,306.4227232878601,399.5397271313612,395.72346022690834,514.9006334897526,2.226862247195792,3.204247079950026,3.2992452535526526,258.52428148294985,295.8107773014565,204.42940516550388,0.0035364908773234203,0.0035007858333333335,0.003910251262195122,0.0010261169156666485,0.0009861867793470723,0.0006887379094867582
10,6.0,0.0,7.0,0.5397648483693266,0.0,0.0,273.50512013788614,0.0,0.0,479.56039752869,0.0,0.0,-4.887552148092906,0.0,0.0,330.92864170553025,0.0,0.0,0.0033159718081784387,0.0,0.0,0.0013874684017813753,0.0,0.0
11,6.0,1.0,7.0,0.0302635307917683,0.0,0.0,356.1966084125351,0.0,0.0,523.5357074837933,0.0,0.0,9.966169778620328,0.0,0.0,554.9452497288715,0.0,0.0,0.0036892328847583644,0.0,0.0,0.0008093389930925328,0.0,0.0
0,7.0,0.0,1.0,0.0050969583352063474,0.04814408581480324,0.1032429203614383,204.3530097184975,319.163956876657,199.9340200159301,383.3283933754846,599.8986528186902,328.02262623072033,0.12306945927367101,-0.2490839989871593,-2.49862776322621,229.91958444032971,99.45968090982474,308.41768940191105,0.004347327465753424,0.0036488360930902112,0.0038989538715846995,0.0020548366161721736,0.0023852448837451408,0.0011520058703504128
1,7.0,1.0,1.0,0.0,0.12943447654960105,0.0,621.7640225293167,530.5453226357746,625.7022976619846,921.4164437762836,806.3171749823379,709.0197612716134,6.78336165219334,2.8205734767482977,-0.16852596094958627,312.6176902608655,208.51821092985924,31.803210256786684,0.0022692835292517006,0.0022734436188235293,0.003758521189090909,0.0016255218364395931,0.001137646714924821,0.0017839362202573196
2,7.0,0.0,2.0,0.001227044128878909,0.0,0.04253193573354058,212.53936910409436,329.79749522187683,201.11591957539486,374.6933595369149,1007.2031517217913,348.5308719992446,1.5134465598599118,0.5039987487165895,-0.6502922661857865,191.8168676530771,243.05733801716084,218.67460454596048,0.004821562965222697,0.004308900401794146,0.004373151603094778,0.0037276453091296528,0.0035921650100064983,0.00423314379980768
3,7.0,1.0,2.0,0.0,0.0,0.0,400.10245574049935,539.9214692267599,469.94025290031277,654.2906634690162,680.4375024798786,637.6026212763038,0.3976158098409473,1.5216452811487522,0.30274564548449934,176.18759629083021,267.13507807728695,64.85923865233657,0.003369519930769231,0.0038044935396039604,0.0029030037762128326,0.0009779450522244314,0.0014730548112290183,0.0010408807744148611
4,7.0,0.0,3.0,0.0,0.09972281548914957,0.004691325608575712,313.57520697003764,500.2503100350513,203.6436080928448,519.0176910219689,704.2309329699826,377.44664903451456,1.3167175329569802,0.692274544926149,-0.4373103350044977,208.56122308160846,104.45011102048774,83.73395368660749,0.003925310878134403,0.0034127177661032434,0.0033325391851969505,0.003964927278404257,0.003854043418424542,0.0009209127625765152
5,7.0,1.0,3.0,0.17633729052677952,0.340160453083838,0.13850119573061317,501.61528407520086,432.56699787965334,636.6672855169098,690.4164611500169,709.7460936649024,907.2227400030357,-3.912953363164433,-4.535644985729897,0.20374649075753606,414.4821113546235,490.6232498118837,20.874534380604395,0.0025065730502512565,0.00203201,0.002875355348837209,0.0007409812402119011,0.00016452760762549165,0.0003049426619042999
6,7.0,0.0,5.0,0.0002713967347001326,0.12097434409082143,0.0324549790664362,178.31451195550108,401.36492125700926,257.1973201552294,329.6211944549991,601.7820073147102,462.4168351948104,1.3514999749602292,0.12907391959155512,-1.261945509880044,413.4801673093805,41.50607334150019,156.927791050335,0.0035586509677419356,0.003852403108381503,0.003310219877922078,0.000823897798373593,0.0028848552063455964,0.0017077690024396722
7,7.0,1.0,5.0,0.0,0.0,0.0,598.0853058533879,782.9176948317156,712.8226123776345,1552.0353354564552,974.5640133806361,1052.810614043917,-4.103107973857356,0.819646794356659,-0.6806698947670423,427.375007711388,94.09461681710245,36.609908291721226,0.0026932897619047617,0.0035913592093023256,0.00321666062972973,0.0007809682685462018,0.001009442288940172,0.0016071114511065272
8,7.0,0.0,6.0,0.032514958204835964,0.019997953517266,0.0,242.72790644532745,241.4181895098087,202.14011703166003,734.8492116493675,802.1209662048352,369.9542436371991,-2.531746694858769,-3.538548755327632,-0.37181063553320703,150.55694683476463,174.35141314374178,99.48612739815563,0.0035471329480812643,0.0031658069197307093,0.00327054784726091,0.002364042980930543,0.0010572594395037898,0.0022643807257290843
9,7.0,1.0,6.0,0.20618798395199117,0.35804798486335887,0.0,586.4807914634367,556.9493278494831,596.4716646292107,721.045994664599,687.0618435799219,687.5468309602988,9.055841072383066,3.39138225247694,0.41266419002990345,480.8533136877673,430.3022282773097,39.52299228799389,0.0019349478257713248,0.0019604833702290075,0.0019160990404624278,0.0007347655006314838,0.0007415061566863097,0.0009853337632819415
10,7.0,0.0,7.0,0.06463303132254983,0.0,0.0,358.61093419938703,0.0,0.0,560.641096972352,0.0,0.0,-2.19353228982256,0.0,0.0,150.0191181538099,0.0,0.0,0.0039180920381125224,0.0,0.0,0.001359064233265602,0.0,0.0
11,7.0,1.0,7.0,0.0,0.0,0.0,586.926985261003,0.0,0.0,686.9844630423205,0.0,0.0,0.5539484336865222,0.0,0.0,256.75431419148407,0.0,0.0,0.00236014133030853,0.0,0.0,0.002348320001623135,0.0,0.0
0,8.0,0.0,1.0,0.03080985932183222,0.0,0.0,110.27535233539946,122.40359598459384,117.48360514944383,259.04539875609174,292.38018593519706,316.33664710104483,-0.2841440159928449,-1.6291450040376645,-0.8882829547324745,195.15870419921708,167.5346260614242,195.09906668104895,0.003381940302325581,0.0033880862282316838,0.0033084519264233022,0.0013169849061192519,0.0006726696795295666,0.0006053131579875051
1,8.0,1.0,1.0,0.2802730852486822,0.04357520643913913,0.14780301212259367,217.5559388313559,190.55587099040795,119.12790983067204,374.4994429379772,374.1517888666805,287.45103940152984,3.639251810159542,0.8543884714327866,-0.5469126010699634,195.78023268117198,224.034907130092,91.78668426171225,0.004910804293005671,0.004480048563250231,0.004621611138361045,0.0008697316149965988,0.0025488659038111366,0.0010578599307379522
2,8.0,0.0,2.0,0.0,0.028670835958162784,0.20164522728587547,173.38179756710954,173.15232345147646,75.41073889632958,385.4089647690018,390.5586258827767,178.36281496438045,-4.027984381571506,-1.7751901902332465,-3.0468771332154074,267.07983659081265,206.98978157353042,221.81168958613145,0.0034269518313063065,0.003411067539789474,0.0034542868592456304,0.0013243376684467002,0.0010658962220323732,0.0005312118786184039
3,8.0,1.0,2.0,0.29378099724521384,0.06335560343862529,0.28429716491723955,205.07683666455642,141.5034075229024,442.02561521087915,352.6293831216975,243.53175397188258,702.3891926715053,1.7499928878887103,2.6921256854037736,0.2800140903113695,195.48341156542435,325.3240836058529,33.573354561124226,0.00479905733420026,0.00488535658002736,0.004808105493611584,0.0013596988277908518,0.0005119936639345959,0.0007847773711360668
4,8.0,0.0,3.0,0.039345732369375164,1.0282499139694712,0.0158700984212138,218.58538501998825,212.86283155849847,99.1551432753001,469.3493941118444,519.6672104907017,259.1201232668095,-0.42347510044072584,0.06311299329986124,-0.6447303963834191,219.75434674549962,162.69602516517847,92.86123372849876,0.0037543747620935766,0.0038417170391595035,0.003371051939498208,0.0016918667966222976,0.0015908765032301457,0.0007154086877621301
5,8.0,1.0,3.0,0.06340128873540299,0.06832662079305252,0.15081311923883353,175.07399584158975,205.77949592836805,106.31367852188222,381.23127587084815,470.82707262915824,211.30332594850609,4.104113508383081,4.503674989891687,-0.16636814775255646,300.62959893099776,313.6227501191287,29.83097250933068,0.004957288490153173,0.004750605588442565,0.004504119680715198,0.0006815410998896924,0.0009023499304056759,0.0004897956677620701
6,8.0,0.0,5.0,0.5318317970225033,0.0,0.07233475462578731,187.71469126257512,193.92101429390658,138.64323259914954,419.3786693125915,403.754242145751,318.70966028356213,-0.5329719861103671,-0.6418336065755568,-0.4641637504620604,260.13874687459423,140.05517227864382,119.8442577767054,0.0032476418249942356,0.0032826156521348314,0.0029382189975087195,0.0009896981048328976,0.002043576520256225,0.001325042823241439
7,8.0,1.0,5.0,0.3562435243362274,0.0346596655477052,0.20031266043681634,188.67533736419642,216.19975811469374,228.4219296744057,701.9331757743929,381.4057950307154,472.73432457227887,-2.014879533150611,0.726813806480444,-0.054907755180849255,195.7213544169977,171.3151584140482,31.596176950384475,0.0047734496059152675,0.004587082072243346,0.00512002771543526,0.0007831938043962384,0.0007343061297784086,0.001965769834501502
8,8.0,0.0,6.0,0.0022139763848619196,0.001855890794949093,0.08467433246808088,157.42291406988596,168.65687632340448,196.75883598710746,485.09366117607317,364.4857471898038,396.8499073259536,0.2652092498923508,0.24867740912174566,-0.7582958090947044,251.4707493626493,290.39840429818906,299.9981337105283,0.003553762641509434,0.0035480438081936685,0.003602518869846552,0.0014004249142343683,0.00160220865918614,0.002391452361252499
9,8.0,1.0,6.0,0.0,0.0,0.11971180468428116,397.8878323147141,383.724763031622,234.7366722647511,653.0443670928855,634.6158454528862,362.8586062551673,2.63354636663903,1.3492469156485656,1.1031882887238156,213.44072244438073,96.1510113569616,160.29190290205347,0.004528891542334096,0.004473023930232558,0.004788109833400892,0.0009825043378453356,0.001072019131435527,0.001085513439345177
10,8.0,0.0,7.0,0.10390953421556978,0.0,0.0,227.88989799994107,0.0,0.0,565.1707337624622,0.0,0.0,-6.429238718919828,0.0,0.0,316.4577407154867,0.0,0.0,0.0037430717036613273,0.0,0.0,0.0009734861662090619,0.0,0.0
11,8.0,1.0,7.0,0.3441564269225982,0.0,0.0,243.08177834656237,0.0,0.0,446.95822425982357,0.0,0.0,0.6181057049191366,0.0,0.0,326.4035654532263,0.0,0.0,0.004661834210526316,0.0,0.0,0.001203587873590821,0.0,0.0
0,9.0,0.0,1.0,0.0,0.0,0.10133080919258634,656.9455180860801,687.9928169098038,758.9117853051205,797.4024267703988,851.6400192959536,766.8717396069025,-5.10323970678016,-4.082023959067613,-2.9813624145447886,292.1200480907563,261.08774447627854,301.3997533077504,0.002105094631578947,0.0021669911726190476,0.0025009967525773196,0.0006029146984683891,0.000626680407306065,0.0008277954965578902
1,9.0,1.0,1.0,0.11555398835408931,0.13949169617374155,0.0,312.9615993938134,403.2588041259211,849.2440341521844,524.9671765150015,609.6628259673801,1998.2628948833583,-0.6200014012475806,2.464362949782633,-6.247681624445724,426.7576803459236,364.01800266376074,345.4917027889758,0.0028411970466710183,0.002573669318924618,0.002712468270761671,0.0010110263182368496,0.0014649671047439726,0.001068774152015443
2,9.0,0.0,2.0,0.07127933354044974,0.0,0.050019702707158845,217.95361097754548,453.888787360259,32.00099258875578,377.4476215411971,658.8005386703561,139.4890927873805,-0.2188298606740369,-1.7461369233474378,-5.290110469708935,201.21910228458208,318.22274685078037,349.1674899745023,0.001790159365131579,0.0015600194256198347,0.0016328762276422765,0.0006188681873727191,0.0007294328248425945,0.00040302986042532377
3,9.0,1.0,2.0,0.0,0.22622767738345767,0.1849040235506445,304.83906990128867,370.7351994538187,435.7014566337267,747.5776953867609,582.6678236835468,631.2054830186011,1.4660159818409173,2.0962840017068465,0.6399031914299067,296.814003751212,243.49147393011194,131.54501444525494,0.003691976505569307,0.003331769308801214,0.0027309309107261827,0.002947873263908016,0.0017775394882267412,0.0013844856735949044
4,9.0,0.0,3.0,0.0,0.0,0.0005006918359143368,331.56285126186884,377.1544555987634,399.45426437294697,548.1086667218401,586.5153224379076,573.3198217209807,-3.808438325341078,-3.0754389288089374,-1.7290814717378815,310.5801117574786,246.8622987035939,259.81665603161645,0.003515445127388535,0.003260038527918782,0.003265969065344224,0.0011154062083822858,0.000742796512469672,0.0020159768432127293
5,9.0,1.0,3.0,0.08760544301776697,0.20528849658742523,0.0,311.27188924014683,356.0676632668503,508.6803056775773,534.3047596288278,601.9148156226474,650.174329777502,-1.4899540878671862,0.9512761289380737,-0.0051021793782342045,298.396875396653,373.9310301220808,34.24582539490399,0.0028657029086073503,0.0030472687419753086,0.0030681091191099475,0.0010896614579917743,0.000976002688669322,0.0013846960352933717
6,9.0,0.0,5.0,0.0,0.0,0.0,498.02926290300303,609.3423975931935,264.5902447535979,697.5677963935783,1108.5216675314955,324.8072525306602,3.524177449743012,-2.8104585860124165,-2.395527483836113,311.6354547169151,272.00368883022355,195.87612237039383,0.0024995273169398907,0.002565101028667791,0.00273576124375,0.0011226061816193055,0.0010682659442698911,0.001763999552205257
7,9.0,1.0,5.0,0.06201576513815384,0.28034106631927846,0.0,340.8557036487162,376.2418164518113,544.2994087919258,560.5080186490619,516.6853840785997,637.0558723396715,-5.816887251700622,-11.266867611680594,-1.2519073994154244,361.07696960613697,636.9817508463248,233.92849276674355,0.002706000265227676,0.0023978907805937725,0.003490348777992278,0.0015286096654091924,0.0009861124120932718,0.0016716540058195647
8,9.0,0.0,6.0,0.004887954838749431,0.006949084646949889,0.0,346.4271044191228,367.3081846281559,446.16844721798765,429.8472395832745,440.5269108039914,621.4456038054053,-13.972421427551712,-13.33462479898894,-2.0366579351440346,412.7460702449614,383.0680126931168,401.6925375395119,0.002241451934285714,0.0027485661904761904,0.0023736335970149253,0.0009053292505314474,0.0008111304722399344,0.0012688635543334603
9,9.0,1.0,6.0,0.0,0.0,0.3658604224635138,367.25240818277604,356.0480211247577,568.7712667832615,573.3253739373542,558.221799693996,808.9123942486657,0.9697792882862624,1.4108852163562844,-1.5357664022289728,139.92466388287406,161.13549170780485,219.92276243210304,0.002905409171228517,0.0029265793007194245,0.0020468904026086955,0.0010417138418358956,0.0010792434356672355,0.0015609883072149723
10,9.0,0.0,7.0,0.18936552731922746,0.0,0.0,425.0564399529851,0.0,0.0,765.542678088699,0.0,0.0,-0.6136785135769989,0.0,0.0,182.28524486383165,0.0,0.0,0.0030754491050286443,0.0,0.0,0.0027789853333977698,0.0,0.0
11,9.0,1.0,7.0,0.4139947972373113,0.0,0.0,508.33204569862744,0.0,0.0,694.0975015967837,0.0,0.0,9.6785305947087,0.0,0.0,653.3197467875129,0.0,0.0,0.003093290954169319,0.0,0.0,0.0012268395772297084,0.0,0.0
0,10.0,0.0,1.0,0.0188977933360161,0.0,0.07874250870069464,392.33434913206565,319.59970856701324,369.3356375093183,563.2859986976572,490.6081166180291,528.146258692287,-3.2390547692034906,-2.113635671753743,0.30474017895086414,228.028906060982,244.29456727049026,337.39755922703756,0.00303715100110011,0.004577687170393215,0.0034047437692307694,0.0008167354971304329,0.005785312702829192,0.0026295837858627356
1,10.0,1.0,1.0,0.0,0.12605998700104482,0.13419520941207502,244.2051144506028,237.6469696938018,276.28653531871345,496.47480709919034,486.2694035386784,445.69900679840805,0.6811535917634873,0.9373737921692313,0.27710958354121507,206.648204689935,107.27976199510593,269.9456419269329,0.0038168242886842886,0.003429195824729892,0.0032528190405240708,0.0011936704487587283,0.0011623649434226895,0.0015446607211436845
2,10.0,0.0,2.0,0.01100199445208475,0.0,0.04839737362708264,253.54905917790748,323.83723651814887,396.7346128628174,449.58337503282985,515.8719304780352,481.58066366023934,-3.674814850832575,-3.7739904905317103,-1.9223009435092528,359.21243997802344,350.3045909468746,224.70746913481673,0.002793713178098676,0.003150334064860427,0.0028598520857988164,0.0013705959832137388,0.0020003040566837116,0.0015067426182280561
3,10.0,1.0,2.0,0.3028341883583293,0.15881598896621107,0.0,187.86410047294714,202.64266787395277,343.8775376878238,397.93931113796776,396.6379614288235,513.7638674264775,3.0205687507573082,5.560890122457445,0.27074782515411266,350.76378024196276,405.168071394873,151.21195158450516,0.003855096765957447,0.003963768118715084,0.002625749278397768,0.001675000778835425,0.0025844170492453377,0.0011829381912823137
4,10.0,0.0,3.0,0.004865882167560676,0.05915017930441951,0.026993116946063087,370.0117123786181,478.40706325834424,412.82483070691717,468.39146673891975,797.9671404257197,623.4155392772734,-0.0680899804699006,1.39036677227418,-1.091584950438524,376.41164407035956,204.46782988233534,238.4112386902171,0.003408002415349887,0.00316420989640592,0.005434627305447471,0.0010688004635411945,0.0017412846136796267,0.0058656486243847845
5,10.0,1.0,3.0,0.0,0.0,0.015015777796151604,182.0356002015283,185.41393640415566,266.1912278826003,346.471249779736,350.45245390423554,642.2580148680188,-0.419414972809376,0.6418557250078999,-0.13466104243159405,309.06815783050166,310.6100384927853,24.87588035701722,0.0034911421515151516,0.003593880593659942,0.0026971012874579124,0.0009238053530207077,0.0007449738735733122,0.0010294279241791265
6,10.0,0.0,5.0,0.05725171394000492,0.0,0.0,280.4823864269295,286.6478838485304,625.2632549212959,480.8711026325721,507.71772612699675,1215.839968217695,0.26613671367761366,-1.2921780506815737,-4.128096274310542,258.4239741656694,266.77556566765844,302.0466654684607,0.003181573575846834,0.005446484542322835,0.0035481194189325277,0.001012485481128884,0.006811956261552089,0.0018744409622032643
7,10.0,1.0,5.0,0.2196005896740244,0.15041951628933015,0.25115600549085904,271.0819539286613,206.74468089874196,274.6381510723711,519.9141803583171,487.7769000242139,499.02209899275863,-0.6248593236282572,0.08698195202696168,-0.00472240954907859,113.06224773828247,140.80526584967936,18.51179536180083,0.0034927616917562725,0.003544239173855342,0.002998804711982083,0.0010647499310580345,0.0009216812601007953,0.0012708117162872226
8,10.0,0.0,6.0,0.0,0.0,0.0,266.87788823962575,240.47069730916763,304.6632726283602,484.8550232379675,469.9076739904502,371.9036388767918,-1.1603633915574034,-1.7529087878271463,-1.8112054183064465,210.90521874918934,219.49269857034454,284.7055313773095,0.0038695105522273425,0.003947783404526167,0.003578717013474495,0.002476025087238964,0.0027945146617091715,0.0008761597112893492
9,10.0,1.0,6.0,0.38325523922394344,0.3767543930115703,0.29746671074383674,305.0707564663718,358.5972571344689,340.7087272394111,563.6984443654746,634.7304712132296,500.73107123380436,0.6960465379820169,0.7829593909174613,-0.21536478565330655,164.19362613092085,187.2696027083697,197.97434125541332,0.0030214710286666667,0.003486138609047619,0.003306421032907472,0.0014517013385523545,0.0014335340968575994,0.0012134323295461948
10,10.0,0.0,7.0,0.025387487189474214,0.0,0.0,325.4890455057501,0.0,0.0,559.9379972128447,0.0,0.0,2.183282676362337,0.0,0.0,585.3993414554952,0.0,0.0,0.003375785251,0.0,0.0,0.002441308473405554,0.0,0.0
11,10.0,1.0,7.0,0.05751479061994519,0.0,0.0,218.9874843803281,0.0,0.0,513.5518209973397,0.0,0.0,4.666276210168013,0.0,0.0,436.1504524043501,0.0,0.0,0.004028317346666667,0.0,0.0,0.0017794714591180248,0.0,0.0
0,11.0,0.0,1.0,0.0,0.3454354531701943,0.10320420596854715,338.98813781003753,339.9007890072181,274.96080466995954,660.2162690674623,706.797556952849,528.4124072827057,-2.1163407187112364,-2.004067059092677,-2.5948999767637524,198.83226350501985,221.15676361780064,299.77359858586635,0.0035866793425742573,0.0032482465282215123,0.003653836602112676,0.00128254213327293,0.0008121856811435865,0.0005825728717107328
1,11.0,1.0,1.0,0.0,0.3788440790951484,0.09831405282711309,383.8262980114377,348.5079368398582,222.1416385419213,615.4371040741091,542.0768983614615,443.5275592449331,2.486896148849951,1.0500056412423537,1.2503703107645339,248.91046480125956,100.60619391855167,208.0568366896743,0.0030231987012820515,0.0030699778271555196,0.0030430370968708388,0.001014795411798283,0.0020364763126714596,0.001981154338479547
2,11.0,0.0,2.0,0.0,0.011918107039018955,0.06189783302803506,395.6500527504494,403.6384382380403,365.3536999530536,817.6306870626108,817.0196908509242,917.9253388535735,-1.3057125716197993,-3.083844147972698,-1.0295085479535389,185.42374657627767,266.5411407533864,186.66935537795646,0.003946761279069767,0.003936892418990204,0.004307725385864374,0.002651749068260416,0.0015548992024803103,0.0023821623721940206
3,11.0,1.0,2.0,0.4876223699004133,0.0,0.3302205894521563,266.1464041523952,313.64772704144167,266.2856319126129,500.94834033060505,530.5496034121202,465.07063392178213,3.1670447382422506,5.435016361377875,-0.0825692834427274,176.73850460556193,357.3363744189554,147.44816229769887,0.0031062760362411805,0.003060589764663548,0.00324997412,0.0007341565977910087,0.0007918876877626091,0.0007491962668280157
4,11.0,0.0,3.0,0.0,0.03489604553001277,0.0,297.5966044565139,293.4531789706026,443.9248807963728,653.0376841661091,552.7350291715769,924.7040458710572,-5.912061105914873,-0.3924162363309304,-0.1755879037566103,249.98761550939813,124.4486722373151,71.17690607563375,0.0030899952181037845,0.00336721006215847,0.003421952189283634,0.0011358234511237041,0.001097963219294402,0.0009129777007198039
5,11.0,1.0,3.0,0.16058343682359386,0.16964328726056596,0.0,339.34787075798994,301.76580538837294,367.5795405416223,565.0435911405639,527.1612473153917,719.4110790547918,3.276383953034582,1.7118373687442294,0.2444419601940415,367.96099388380173,196.4294049176256,158.3238416618248,0.0035739308361075546,0.0034088760512820514,0.002844508383140496,0.002597956795425009,0.0010123818158861264,0.001325724327554734
6,11.0,0.0,5.0,3.356801083160231,0.02331183580933886,0.015571499838607004,309.59210088300085,1097.6015796073916,252.06347354583826,674.1340921887786,1728.1919766095668,499.1203011980543,-2.4586257479284575,-3.00543787183852,-1.80800490006757,214.1365771751681,337.3126203624233,134.57388842492782,0.0034618631015625,0.003730394769457074,0.0036979052285714287,0.0011853796981888761,0.002386257391955079,0.0017420345674416656
7,11.0,1.0,5.0,0.0,0.19795884769235939,0.09982956837648667,396.9171794345643,302.0462252045177,318.15673617173746,644.0922610236646,545.2250553653579,539.4852702892059,0.34904147377300154,0.5991586962375155,0.1318583179319527,129.8117006180725,85.46069439243435,241.14900833434908,0.0032703463925039043,0.0030973157711916464,0.0030213301143118426,0.0007537835691594369,0.001083170657853506,0.0006360322321930743
8,11.0,0.0,6.0,0.08479945672352024,0.0,0.0030991049676677793,232.94113547935348,232.72144557440762,209.5528151157209,621.0435415768798,676.2448378197092,489.45396500760165,-1.319936759696631,-1.5331677521183324,-4.4762685481421665,122.74547528373895,138.64531020829747,296.13196307727765,0.0037026286312933374,0.003720282206872122,0.003872886900150716,0.0015997292881959931,0.0017207134530826903,0.0009024773774649433
9,11.0,1.0,6.0,0.17007949572206743,0.15395050661819693,0.2474186367733032,250.8078104354339,246.55160784778846,280.93731110894856,416.18598422735425,394.64752760130943,465.8006894953116,-0.6806916583457658,1.5621705199757419,1.0394722581979812,376.50241896064637,200.05756882491676,101.72148556148495,0.0032353745482758623,0.003235602458532349,0.0029226495655080213,0.001158472158147203,0.0011626588986087796,0.001440708208957922
10,11.0,0.0,7.0,0.00047079657871977213,0.0,0.0,492.53693427713455,0.0,0.0,1069.666344971034,0.0,0.0,-7.9009191271518135,0.0,0.0,332.6472390869441,0.0,0.0,0.004000839381465517,0.0,0.0,0.0011967826651017675,0.0,0.0
11,11.0,1.0,7.0,0.2710999985353444,0.0,0.0,289.65246672722026,0.0,0.0,582.8124259668649,0.0,0.0,-0.31367502843291367,0.0,0.0,243.2784415606574,0.0,0.0,0.0033821863211206896,0.0,0.0,0.001675201411049589,0.0,0.0
0,1.0,0.0,1.0,0.07020926676468658,0.0,0.0,485.00096321973865,156.81330417407804,102.90854380768401,1527.5067192908166,327.29163784093964,144.98221663951756,-0.8452142118613224,-1.2357820865407851,-1.7594523585386879,303.15089646816995,302.7432016327987,270.4937713331041,0.004804074988942946,0.00393454328667446,0.003324779941595832,0.0046982938797959575,0.003652300595071822,0.0014666588487741712
1,1.0,1.0,1.0,0.14488770544719118,0.06968072567195019,0.0,225.68298463940826,267.3928366522172,205.81079277293964,392.5283290926149,450.7096979313006,349.33379806519184,1.2817100791092868,1.4861911643711154,3.0131279033367817,203.50885562349094,170.46160497286644,264.3367453147023,0.0031164912914798206,0.002846953860215054,0.0033850202330662784,0.001125314023317027,0.0011330602373509394,0.0012185189589826138
2,1.0,0.0,2.0,0.0,0.06432398204836093,0.0016819667931848956,166.79735155402318,219.63599314379923,138.84282301786806,371.41476204626275,547.8959112403184,291.6115615420679,-0.6973333029413564,-2.54337157670296,1.3190192366726161,230.41436862800072,262.40230308286965,338.6051602136558,0.003333150172252168,0.0032669846958571073,0.003948872857542681,0.0010260059894261514,0.0009637154059224102,0.0031090488153486043
3,1.0,1.0,2.0,0.22645163508826038,0.20422459756581013,0.06925498880283287,177.99268155785035,294.92069303120917,422.569533060968,290.44310723883143,468.2911156882318,748.0625420496377,0.6088310236882979,-0.09667095556351545,3.611374072566668,71.52815999965513,88.66506164664385,527.4859426203793,0.003191621295681063,0.002800946597256858,0.0035651761267656646,0.0007553310224094175,0.0008204392166247744,0.0019275511487679491
4,1.0,0.0,3.0,0.05809074761965475,0.05809074761965475,0.0,170.60333288860284,170.60333288860284,166.8271413294801,370.5272976665666,370.5272976665666,372.6160495802277,-0.8181432997036064,-0.8829929112826757,0.39044343323032404,406.8834728472715,410.7192863861015,308.15891270635814,0.003262086419694073,0.003262086419694073,0.0035941860124150855,0.0013701409190890808,0.0013701409190890808,0.0019017527692161966
5,1.0,1.0,3.0,7.119768717240332e-05,0.00016659147180314338,0.11833730143149787,266.12553071358013,264.383609441647,258.03348945135934,502.2198990560206,496.2056155581661,435.6156940333024,0.5065936083114115,0.42433537773086216,2.8019536223908172,250.90989426807155,252.73147048205684,314.6924957033785,0.0034348070145310437,0.0034429869604700853,0.0028104748916643277,0.002461340724608414,0.0024732850838357465,0.0008563450112668875
6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,0.0,6.0,0.0,0.0,0.0,180.89044326142312,172.31562057046025,183.47438507530686,444.85867699286183,448.27495020754577,435.1872391055811,-3.1204552087248945,-3.1921752907554195,1.0691299117154633,235.75501462234453,264.09511056932934,424.74082821825635,0.004756712858328211,0.004721805735397883,0.004101063756796259,0.003348409580262901,0.003015448684436056,0.004970935598087478
9,1.0,1.0,6.0,0.28380575758386184,0.27802312789537514,0.19064926751333333,268.60077639014435,226.24108826803166,302.8266892263147,493.590588142126,424.6885743889201,517.0079454336307,14.564608619370787,19.431714587825585,0.04162006597668965,782.273153823866,901.4189645233295,49.002321899240584,0.003032014819767442,0.00325720854240413,0.002909785689213528,0.0015201763922175573,0.0014320828954065335,0.0008155839927390244
10,1.0,0.0,7.0,0.0,0.0,0.0,132.4846267368468,0.0,0.0,335.641507192588,0.0,0.0,0.694988945313493,0.0,0.0,346.8183491879059,0.0,0.0,0.0034292807292358803,0.0,0.0,0.0018823100742996852,0.0,0.0
11,1.0,1.0,7.0,0.40184006356985974,0.0,0.0,283.2711577403364,0.0,0.0,508.68811791897843,0.0,0.0,0.5887265967519936,0.0,0.0,181.8772961016539,0.0,0.0,0.0033318278355481726,0.0,0.0,0.0009410411505977837,0.0,0.0
